3.000000000000000000e+00 3.782326510234648165e-01
4.000000000000000000e+00 1.463804293559660408e-01
5.000000000000000000e+00 4.103844233649525663e-02
6.000000000000000000e+00 9.086370444333500412e-03
7.000000000000000000e+00 2.596105841238142975e-03
8.000000000000000000e+00 2.096854717923115480e-03
9.000000000000000000e+00 2.096854717923115480e-03
1.000000000000000000e+01 2.096854717923115480e-03
1.100000000000000000e+01 2.096854717923115480e-03
1.200000000000000000e+01 2.096854717923115480e-03
1.300000000000000000e+01 2.096854717923115480e-03
1.400000000000000000e+01 2.096854717923115480e-03
1.500000000000000000e+01 2.096854717923115480e-03
1.600000000000000000e+01 2.096854717923115480e-03
1.700000000000000000e+01 2.096854717923115480e-03
1.800000000000000000e+01 2.096854717923115480e-03
1.900000000000000000e+01 2.096854717923115480e-03
