0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 1.827197268167425293e+01
4.000000000000000000e+00 1.025053711346519769e+01
6.000000000000000000e+00 6.181103473244331070e+00
8.000000000000000000e+00 3.780794922166075267e+00
1.000000000000000000e+01 2.416096838132410163e+00
1.200000000000000000e+01 1.627857024188093193e+00
1.400000000000000000e+01 1.149974534339134546e+00
1.600000000000000000e+01 8.626833225058035959e-01
1.800000000000000000e+01 6.601590959854084506e-01
2.000000000000000000e+01 5.399564009727164660e-01
