2.000000000000000000e+00 5.874300559552357859e-01
4.000000000000000000e+00 4.435451638689048570e-01
6.000000000000000000e+00 3.267386091127097991e-01
8.000000000000000000e+00 2.448041566746602671e-01
1.000000000000000000e+01 1.815547561950440203e-01
1.200000000000000000e+01 1.357913669064748641e-01
1.400000000000000000e+01 1.069144684252597566e-01
1.600000000000000000e+01 8.033573141486805014e-02
1.800000000000000000e+01 6.304956035171860318e-02
2.000000000000000000e+01 4.176658673061550697e-02
2.200000000000000000e+01 3.477218225419664854e-02
2.400000000000000000e+01 2.877697841726623018e-02
2.600000000000000000e+01 2.947641886490803831e-02
2.800000000000000000e+01 2.767785771382891280e-02
3.000000000000000000e+01 2.747801758593126920e-02
3.200000000000000000e+01 2.617905675459630821e-02
3.400000000000000000e+01 2.547961630695438906e-02
3.600000000000000000e+01 2.507993605115910185e-02
3.800000000000000000e+01 2.507993605115910185e-02
