5.000000000000000000e+00 4.964205078125000226e-01
6.000000000000000000e+00 4.854618815104166929e-01
7.000000000000000000e+00 4.834394531250000293e-01
8.000000000000000000e+00 4.937192057291667213e-01
9.000000000000000000e+00 4.943462890624999995e-01
1.000000000000000000e+01 4.747719401041666787e-01
1.100000000000000000e+01 4.774131184895833435e-01
1.200000000000000000e+01 4.697299153645833059e-01
1.300000000000000000e+01 4.565583658854166504e-01
1.400000000000000000e+01 4.445411458333333732e-01
1.500000000000000000e+01 4.239488281250000101e-01
1.600000000000000000e+01 4.144863932291666941e-01
1.700000000000000000e+01 4.018065429687499579e-01
1.800000000000000000e+01 3.959890299479166265e-01
1.900000000000000000e+01 3.704504231770833211e-01
2.000000000000000000e+01 3.635455078124999462e-01
2.100000000000000000e+01 3.325219726562500533e-01
2.200000000000000000e+01 2.968382486979166401e-01
2.300000000000000000e+01 2.936954427083333652e-01
2.400000000000000000e+01 2.628260416666666766e-01
2.500000000000000000e+01 2.467077799479167055e-01
2.600000000000000000e+01 2.402930338541666710e-01
2.700000000000000000e+01 2.156111328124999948e-01
2.800000000000000000e+01 2.170449218750000187e-01
2.900000000000000000e+01 1.932329752604167172e-01
3.000000000000000000e+01 1.950714518229166305e-01
3.100000000000000000e+01 1.847436523437500089e-01
3.200000000000000000e+01 1.978607096354166872e-01
3.300000000000000000e+01 1.755190104166666210e-01
3.400000000000000000e+01 1.766873046875000464e-01
3.500000000000000000e+01 1.731455403645832947e-01
3.600000000000000000e+01 1.710972330729166879e-01
3.700000000000000000e+01 1.767347981770833742e-01
3.800000000000000000e+01 1.691430013020833734e-01
3.900000000000000000e+01 1.692189127604166732e-01
