0.000000000000000000e+00 1.836793018434103431e+01
2.000000000000000000e+00 1.769694448354875860e+01
4.000000000000000000e+00 1.087418108830531871e+01
6.000000000000000000e+00 5.789307101657265697e+00
8.000000000000000000e+00 4.036334477947268518e+00
1.000000000000000000e+01 2.430512611102555454e+00
1.200000000000000000e+01 1.559324072142193485e+00
1.400000000000000000e+01 1.121685224073028175e+00
1.600000000000000000e+01 8.483652884513916970e-01
1.800000000000000000e+01 7.007103914194405814e-01
2.000000000000000000e+01 5.165390063509632812e-01
