3.000000000000000000e+00 2.098765432098765316e-01
5.000000000000000000e+00 2.171717171717171824e-01
7.000000000000000000e+00 1.734234234234234284e-01
9.000000000000000000e+00 1.405622489959839350e-01
1.100000000000000000e+01 2.900326797385621158e-01
1.300000000000000000e+01 3.290229885057471271e-01
1.500000000000000000e+01 3.250688705234159870e-01
1.700000000000000000e+01 2.415123456790123357e-01
1.900000000000000000e+01 1.816666666666666707e-01
2.100000000000000000e+01 8.888888888888889228e-02
2.300000000000000000e+01 7.865168539325842478e-02
2.500000000000000000e+01 6.741573033707864981e-02
2.700000000000000000e+01 2.352941176470588203e-02
2.900000000000000000e+01 1.190476190476190410e-02
3.100000000000000000e+01 0.000000000000000000e+00
3.300000000000000000e+01 0.000000000000000000e+00
3.500000000000000000e+01 0.000000000000000000e+00
3.700000000000000000e+01 0.000000000000000000e+00
3.900000000000000000e+01 0.000000000000000000e+00
