5.000000000000000000e+00 2.382681892161171988e-01
8.000000000000000000e+00 1.277045143356643486e-01
1.100000000000000000e+01 6.319007987179486863e-02
1.400000000000000000e+01 2.984317535745488817e-02
1.700000000000000000e+01 1.220121021852771034e-02
2.000000000000000000e+01 5.643717523589741360e-03
2.300000000000000000e+01 1.856547542124536076e-03
2.600000000000000000e+01 6.425211153333287807e-04
2.900000000000000000e+01 2.764687236923047417e-04
3.200000000000000000e+01 1.125668711095558736e-04
3.500000000000000000e+01 0.0
