5.000000000000000000e+00 2.757493489583333623e-01
1.000000000000000000e+01 1.720917968749999805e-01
1.500000000000000000e+01 1.310602213541666172e-01
2.000000000000000000e+01 3.918815104166661900e-02
2.500000000000000000e+01 2.183235677083328330e-02
3.000000000000000000e+01 1.689388020833337833e-02
3.500000000000000000e+01 9.576822916667060426e-04
4.000000000000000000e+01 2.659505208333357018e-04
4.500000000000000000e+01 8.170572916665896912e-05
5.000000000000000000e+01 2.115885416664742280e-05
5.500000000000000000e+01 9.114583333302839208e-06
