2.000000000000000000e+00 7.406075139888089742e-01
4.000000000000000000e+00 5.974220623501198535e-01
6.000000000000000000e+00 4.648281374900079532e-01
8.000000000000000000e+00 3.365307753796962231e-01
1.000000000000000000e+01 2.599920063948840676e-01
1.200000000000000000e+01 2.084332533972821366e-01
1.400000000000000000e+01 1.606714628297362113e-01
1.600000000000000000e+01 1.383892885691446750e-01
1.800000000000000000e+01 1.224020783373301891e-01
2.000000000000000000e+01 1.095123900879296786e-01
2.200000000000000000e+01 9.832134292565952727e-02
2.400000000000000000e+01 9.572342126298960530e-02
2.600000000000000000e+01 9.442446043165464431e-02
2.800000000000000000e+01 9.152677857713831244e-02
3.000000000000000000e+01 9.202637889688247697e-02
3.200000000000000000e+01 8.772981614708230680e-02
3.400000000000000000e+01 8.523181454836126214e-02
3.600000000000000000e+01 8.892885691446839047e-02
3.800000000000000000e+01 8.643085531574745684e-02
