5.000000000000000000e+00 2.579778032425090739e-01
8.000000000000000000e+00 1.351770435446905949e-01
1.100000000000000000e+01 6.654974779319042244e-02
1.400000000000000000e+01 3.005278980278981021e-02
1.700000000000000000e+01 1.450955892756084810e-02
2.000000000000000000e+01 6.496582379721921319e-03
2.300000000000000000e+01 3.347769881517768942e-03
2.600000000000000000e+01 1.697391915443859523e-03
2.900000000000000000e+01 1.311437983312980018e-03
3.200000000000000000e+01 6.407743623979241573e-04
3.500000000000000000e+01 7.584991791867873052e-04
