5.000000000000000000e+00 2.752285714285713780e-01
8.000000000000000000e+00 3.331428571428572682e-02
1.100000000000000000e+01 1.317142857142858392e-02
1.400000000000000000e+01 1.545714285714286720e-02
1.700000000000000000e+01 1.671428571428573012e-02
2.000000000000000000e+01 1.020000000000000941e-02
2.300000000000000000e+01 1.535714285714287301e-02
2.600000000000000000e+01 6.571428571428577017e-03
2.900000000000000000e+01 2.014285714285716285e-03
3.200000000000000000e+01 4.457142857142860903e-03
3.500000000000000000e+01 2.314285714285716205e-03
